id,text,misinfo,real
362,Israel does not have COVID-19 deaths thanks to a cure made of baking soda with lemon.,1,0
363,Joe Biden Tells Al Gore He Will Rejoin Paris Climate Accords,1,0
364,Watch Live: AOC Says To Refrain From Having Kids Because Dangers of Climate Change,1,0
365,Wearing a Mask Doesn't Cause CO2 Poisoning,0,1
366,Chloroquine cures COVID-19.,1,0
367,Commentary: How to Start Doing Telemedicine Now (In the COVID-19 Crisis),0,1
368,"Mantova hospital, in Italy, tests plasma treatment to heal COVID-19 patients. The Italian government has sent the Carabinieri to stop the experimentation. It's because of Bill Gates.",1,0
369,"Magnesium, B12 and D vitamins prevent severe COVID-19 cases",1,0
370,People from the Muslim community have now started throwing infected notes on the road to spread coronavirus. This new method will make it even more difficult for the police to catch the spread of the virus.,1,0
371,"After The Election, Is This Insane Political Climate Going To Get Better Or Worse?",1,0
372,"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal in the United States and can be disregarded with impunity.",1,0
373,"VIDEO: Alexandria Ocasio-Cortez Perplexed By 'Bougie' Garbage Disposal, Asks Instagram If It's 'Environmentally Sound'",1,0
374,Canadians voted for a carbon tax PM says as backlash grows,0,1
375,Call to ban new roads to fight 'climate change'  Bye-bye roads to achieve 'net-zero' targets,1,0
376,Global Life Expectancy Likely to Drop Due to COVID,0,1
377,Solving climate change means putting a price on carbon,0,1
378,A duped Prince Harry says Trump has climate 'blood on his hands' in call with Russian hoaxers,1,0
379,Watch: Morano on coronavirus models vs. climate models,1,0
380,A explanation that Costa Rica actually has 855 positive cases of coronavirus.,1,0
381,"""WHO partners with WhatsApp, Facebook and Viber to bring most up to date and accurate information to billions of people""",0,1
382,New York Times: Lawns Are Symbols of Racism and Bad for Global Warming,1,0
383,"COVID-19 is the common flu, and the cure for coronavirus pneumonia is easy and cheap.",1,0
384,How 4 U.S. Cities Helped Slow Coronavirus Spread,0,1
385,Antarctic 'Doomsday Glacier' Is Really Doomsday for Climate Alarmism,1,0
386,Inhaling steam of orange peels and sea salt will kill the coronavirus.,1,0
387,Russian President Vladimir Putin releases 800 tigers and 500 lions amid the coronavirus outbreak to keep people at home.,1,0
388,"Articles claiming the World Bank has applauded Tanzania's anti-coronavirus policies have been widely shared, with one attracting thousands of interactions on Facebook. The publications claim the East African country was singled out for praise in a report for implementing ""unique policies"" in the fight against the novel coronavirus.",1,0
389,Hold your breath 10 seconds to check if you are infected with the novel coronavirus.,1,0
390,"Says President Donald Trump ""took more than a month to allocate Congress' emergency funding to tribes  and only did so after tribes sued.""",0,1
391,Heatwaves linked to climate change pose increasing global health risk worldwide study shows,0,1
392,Claws out crab fishermen sue 30 oil firms over climate change,0,1
393,Thousands join Greta Thunberg in Canada climate strikes,0,1
394,"Older, Critically Ill Patients With COVID-19 May Have Increased Risk of Bradycardia With Lopinavir and Ritonavir",0,1
395,New plastic made out of fish could be good for the environment,0,1
396,California Bans Insurers From Dropping Policies Made Riskier by Climate Change,0,1
397,Michael Bennet introduces climate change plan,0,1
398,We'll Never Solve Immigration If We Don't Solve Climate Change,0,1
399,Flowchart for management of HCWs with exposure to a person with COVID-19,0,1
400,I dont want to lose my home to climate change,0,1
401,Cory Booker: Millennial Republicans 'Are Really with Us' on Climate Change,1,0
402,Gargling by salt water and inhaling hot water cures COVID19.,1,0
403,There is a COVID-19 case in east Indian state.,1,0
404,Climate activist Greta Thunberg arrives in NY after transatlantic journey on zero-carbon yacht,0,1
405,Disinfecting your home if someone is sick,0,1
406,"Says for otherwise healthy people ""experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis  only high temperatures kill a virus, so let your fever run high,"" but not over 103 or 104 degrees F (39.5 degrees C).",1,0
407,An alkaline diet could prevent COVID-19.,1,0
408,Instant Opinion: What Covid-19 tells us about tackling the climate crisis,0,1
409,Irelands commitments on climate change fall far short of whats needed committee told,0,1
410,Defining Paths to Possible Mother to Child Coronavirus Transmission,0,1
411,Climate change: Migrant species do well in warm and wet UK in 2019,0,1
412,"Medicare and coronavirus testing: Coverage, costs and more",0,1
413,"""In Chicago, COVID-19 actually lowered the death rate.""",1,0
414,Seabirds on British island decline by 80% after overfishing and climate change cut off food source,0,1
415,Business Council spruiks its history of climate action,0,1
416,Jeff Bezos blasted for hypocrisy over $10bn climate fund: 'One hand cannot give what the other is taking away',1,0
417,COVID-19 medical staff experience insomnia and higher stress,0,1
418,As the BBC platforms a climate change denier itaposs clear our situation is urgent The answer G,0,1
419,CDC Says COVID Vaccine May be Distributed in Nov.,0,1
420,People Who Test Positive for COVID-19 After Recovering Aren't Infectious,0,1
421,"Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",0,1
422,"Epidemiologist Fernando Sim_n appears without a mask, at a time when new coronavirus cases are back on grow in the country.",1,0
423,"Sir David Attenborough on why his new film is a ""witness statement"" to climate change",0,1
424,Agencies join to protect NC climate change-endangered plant,0,1
425,"Cop26 climate talks in Glasgow will be delayed by a year, UN confirms",0,1
426,"Pope Francis Says Climate in ""State of Emergency""  Tells World to ""Adopt Simpler Lifestyle"" and ""Abandon"" Fossil Fuels  Then He Flies Off to Africa",1,0
427,Cartoonish Times for Climate Change,0,1
428,How to Protect Yourself,0,1
429,The Guardian's climate pledge 2019,0,1
430,Six die in severe floods in southern France as prime minister blames climate change,0,1
431,Environmentalists' claim against Nord Stream 2 will hardly be successful  German lawmaker,1,0
432,Prince Mohammed bin Zayed of Saudi Arabia has been infected,1,0
433,'We moved to the forest to fight climate change',0,1
434,Greenpeace activists scale European Union's new headquarters and unfurl huge banner warning of 'climate emergency',0,1
435,Experts' attribute EVERY kind of weather to 'global warming' in attempts to validate it,1,0
436,More people killed by climate change than death records show,1,0
437,New York hospitals treating coronavirus patients with vitamin C.,1,0
438,"Melting Antarctic ice will raise sea level by 2.5 metres  even if Paris climate goals are met, study finds",0,1
439,China exports masks infected with COVID-19.,1,0
440,Travel permit for muslim people for Ramadan during the state of alarm in Spain.,1,0
441,"Climate Crisis, Pandemics, and Bad Governance: Humanity's Existential Threats",1,0
442,Revamped Q&A brings the nation together (even the climate denialists),0,1
443,Grocery Workers at Risk for COVID Without Symptoms,0,1
444,Meat Shortage Forces Some Wendy's Menu Changes,0,1
445,Environmentalists lament: 'It's almost as if the lockdowns never happened'  Greens in mourning as lockdowns ease,1,0
446,Senate set to confirm ex-coal lobbyist to lead top U.S. environment regulator,0,1
447,"U.S. Reports One-Day Record of 50,000 COVID Cases",0,1
448,Safe Watering Points During COVID-19,0,1
449,Wuhan coronavirus is a cross between the bat virus and the pig virus,1,0
450,"There is a ""positive"" case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.",1,0
451,California communities suing Big Oil over climate change face a key hearing Wednesday,0,1
452,Wouldn't it be funny if global warming were the answer to murder hornets?,1,0
453,The Government publishes the deadline of the containment measures by COVID-19.,1,0
454,After Libs Blame West Coast Fires on Global Warming Forester Speaks out,1,0
455,CNN gives former GOP Rep Tom DeLay a platform to spread lies about climate change,0,1
456,"Climate change is 'national security issue', Pentagon warns in new report slammed by Dems",1,0
457,Smoking Ups Your Risk of a Fatal Brain Bleed,0,1
458,Doctors in Italy have warned people to take off their shoes before entering a home as coronavirus can be carried on shoes,1,0
459,Can You Have a Second Wave of COVID-19 If the First Never Ended?,0,1
460,Do I Have COVID-19? Doctors' Free Tools May Tell,0,1
461,"""There is now less sea ice on Earth than at any time on record.",0,1
462,"So Paulo's governor, Joo Doria, admits deaths caused by COVID-19 are recorded twice.",1,0
463,"Coronavirus is a global fraud, and lockdown is genocide.",1,0
464,"E.P.A. to Lift Obama-Era Controls on Methane, a Potent Greenhouse Gas",0,1
465,"90 per cent of the world's coral reefs will disappear in the next 35 years due to coral bleaching induced by global warming, pollution and over-development.",0,1
466,Virtual March' Demands Immediate Federal Action on PPE,0,1
467,Last-Ditch Support System Is Saving COVID Patients,0,1
468,"The COVAX Facility and UNICEF are going to test the COVID-19 vaccines on the people living in the third world countries, including Georgia",1,0
469,The research also revealed how large areas of the polar ice caps could collapse and significant changes to ecosystems could see the Sahara Desert become green and the edges of tropical forests turn into fire-dominated savanna.,0,1
470,"For climate action, lessons from the virus crisis",0,1
471,"It's not climate change: Our DISPOSABLE society of plastic trash is killing the natural world, as over 70 gray whales have died on West Coast beaches",1,0
472,The dark side of environmentalism: 'The response of eco-activists to the coronavirus pandemic has exposed their deep misanthropy',1,0
473,NY Times Fakes a Climate Change Debate,1,0
474,Toxic Methanol in Hand Sanitizers: Poisonings Continue,0,1
475,Considerations for Public Pools Hot Tubs and Water Playgrounds During COVID-19,0,1
476,Remdesivir & COVID Studies Find Different Results,0,1
477,"First case of coronavirus in San Vicente del Raspeig (Alicante, Spain).",1,0
478,COVID-19 deaths in Lombardy are due to flu vaccines.,1,0
479,Drinking water every 15 minutes is effective in preventing Covid-19,1,0
480,"Saving the Planet One Child at a Time: Children, School Strikes and Global Climate Action",1,0
481,Environment Agency chief supports plan to weaken river pollution rules,0,1
482,Air Travel a Puzzle in Age of Coronavirus,0,1
483,Man Dies After Eating Too Much Black Licorice,0,1
484,"""Bill Gates already has his vaccine ready for you (against covic-19, ed.), And here's the patent.""",1,0
485,Seventy-three Japanese police officers have been infected with COVID-19 after handling infected bodies.,1,0
486,"Alberto Fernndez, about the coronavirus: ""Mortality in people over 65 is 80%"".",1,0
487,Testing for Coronavirus (COVID-19) in Nursing Homes,0,1
488,Former Times newspaper editor sues over 'transphobic' environment,0,1
