id,text,negative,neutral,positive
284,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,0,0,1
285,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,1,0,0
286,@USAirways But good luck getting there! Not cool.,0,1,0
287,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,1,0,0
288,@JetBlue thank you guys! You are the best! 🙌✈️,0,0,1
289,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,0,1,0
290,@AmericanAir watch out if you are a parent...they break stroller &amp; tell you look at the fine print,1,0,0
291,"@AmericanAir On hold since 5am. When no one can get to the airport, Cancelled Flight flight, don't make us pay huge fee to change flight.",1,0,0
292,@VirginAmerica That's classy.,0,0,1
293,@USAirways but need to confirm please help,0,1,0
294,@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29,0,1,0
295,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was,1,0,0
296,@SouthwestAir  placed on hold for total of two hours today after flight was Cancelled Flightled. Online option not available. What to do?,1,0,0
297,@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,0,1,0
298,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,1,0,0
299,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",0,0,1
300,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,0,1,0
301,@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,1,0,0
302,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,0,0,1
303,@united  i have a weekend of dealing with your company that would say otherwise.,1,0,0
304,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe,0,1,0
305,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!,1,0,0
306,@SouthwestAir how oh how do we get tickets! ?!,0,1,0
307,"@AmericanAir redirect my flight without telling me, service is abysmal.",1,0,0
308,@USAirways @AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet?? Unbelievable,1,0,0
309,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,1,0,0
310,"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",0,1,0
311,"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.",0,1,0
312,@SouthwestAir lemme come to #DestinationDragons 😭😭😭 this university student could use a break from all these books.,0,1,0
313,@AmericanAir got another flight. Thanks you,0,0,1
314,@AmericanAir Why offer automated call back option when agent is available only to call me &amp; have me sit on hold? At 12:30am. #onholdfordays,1,0,0
315,@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???,1,0,0
316,@united you think you boarded flight AU1066 too early? I think so.,1,0,0
317,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights,1,0,0
318,@united thanks! Will you guys be getting the A380s anytime soon?,0,1,0
319,"@united ""the extra care airline"". #unitedairlines they don't care. Trust me. There #customerservice is non existent. They don't have 1",1,0,0
320,@USAirways thank you for continuing to be the worst airline out. Didn't need that extra hour of sleep after 29 hours of travel anyway,1,0,0
321,@united thank you so much. How will you be able to contact me?,0,0,1
322,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,1,0,0
323,@SouthwestAir  getting the run around today with customer service &amp; disconnected customer relations # given twice. Help!!!,1,0,0
324,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...",1,0,0
325,@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!,1,0,0
326,@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?,1,0,0
327,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,1,0,0
328,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?,1,0,0
329,@SouthwestAir follow for a DM please. Need to confirm a Cancelled Flighted reservation,0,1,0
330,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",0,0,1
331,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,1,0,0
332,".@SouthwestAir I appreciate that, and not to be rude, but it doesn't solve much. You should AT LEAST cover the cost of stolen goods.",1,0,0
333,@united so is that two seats avail so far for us.,0,0,1
334,@AmericanAir thanks for getting back to me. how frequently are these weather advisories updated throughout the day?,0,1,0
335,@AmericanAir Did the policy change? I've seen people with hamsters and rabbits before.,0,1,0
336,@USAirways forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.,1,0,0
337,@AmericanAir I'll DM you.,0,1,0
338,@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,0,0,1
339,@USAirways US 728/Feb 21 Hour 6 on plane when US Airways representative Kim Y enters deteriorating picture. Unhelpful with no assurances.,1,0,0
340,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",0,1,0
341,@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,0,1,0
342,"@United ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages.""",1,0,0
343,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,1,0,0
344,@VirginAmerica all crap channels which is why I pay to watch UK tv,1,0,0
345,@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu,0,1,0
346,@JetBlue Start including PTO in your getaway packages and I'm all in,0,0,1
347,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,1,0,0
348,@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,1,0,0
349,@AmericanAir there's an employee at gate 45 of JFK telling people their bag doesn't fit and needs to be checked when it clearly fits #AA291,1,0,0
350,@AmericanAir @USAirways #Boo! Wack ass terminal 6 @flyLAXairport. No food. No lounge. No Bueno!! Never again!!!,1,0,0
351,"@united Thanks so much , my passport was recovered",0,0,1
352,@USAirways I have sent letter after letter and get back nothing but form letters and half baked reply's #usairwaysssuck,1,0,0
353,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available""",1,0,0
354,@SouthwestAir Why can't I find a cheap flight from DC to St Louis? The prices went up like crazy for April weekends!,1,0,0
355,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???,1,0,0
356,@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,1,0,0
357,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",1,0,0
358,@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss,1,0,0
359,@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/,1,0,0
360,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",0,0,1
361,@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,1,0,0
362,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,1,0,0
363,@united I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.,1,0,0
364,@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you,1,0,0
365,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,1,0,0
366,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",1,0,0
367,@JetBlue wow you guys answer people wow you care I love jet blue,0,0,1
368,@AmericanAir you really need some customer service training for your unhappy EEs in the morning in Chicago. Gate K20 at 430 chking her schd,1,0,0
369,"@SouthwestAir After flying Delta this week, GoGo was so good. The tweet I sent you didn't even send until we landed - that's how bad it was",1,0,0
370,@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them.,1,0,0
371,"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",0,1,0
372,@USAirways the flight that I did not connect to was 1857.,1,0,0
373,@AmericanAir im still on hold...,1,0,0
374,@SouthwestAir no but seriously wtf? #nochill http://t.co/esd3XD5V1r,1,0,0
375,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!,0,0,1
376,"@USAirways literally the worst flying experience of my life, and I have flown a lot",1,0,0
377,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",0,1,0
378,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",0,0,1
379,"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?",1,0,0
380,"@AmericanAir sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber.",1,0,0
381,"@USAirways @AmericanAir , you Cancelled Flightled my flight back during the holidays and gave me a refund of $8.51/ticket from PHL to EWR, really?!",1,0,0
382,@JetBlue according to jfk plenty of planes are landing. No problem there,1,0,0
383,@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,1,0,0
